"Real wind","lastSailRotation","lastRudderRotation","speed","Ship direction","acceleration","friction","sailForcing","mass","time","ropeLenght","Apparent wind","velaOverShip","windOverVela","rudderRotation"
"(100.0, 0.0, 0.0)","0.0","0.0","12.644987","(1.0, 0.0, 0.0)","85.142365","1.9129614","1.0","1.0","0.17856263","1.5","(87.62919, 0.0, 0.0)","0.97415596","0.9973978","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","12.925959","(1.0, 0.0, 0.0)","84.87585","1.9986963","1.0","1.0","0.18195285","1.5","(87.35501, 0.0, 0.0)","0.97415394","0.99739844","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.207408","(1.0, 0.0, 0.0)","84.60272","2.0885053","1.0","1.0","0.18536377","1.5","(87.07404, 0.0, 0.0)","0.97415185","0.9973991","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.454057","(1.0, 0.0, 0.0)","84.32914","2.1804452","1.0","1.0","0.18836623","1.5","(86.792595, 0.0, 0.0)","0.9741498","0.99739975","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.688707","(1.0, 0.0, 0.0)","84.08938","2.2626455","1.0","1.0","0.19123389","1.5","(86.545944, 0.0, 0.0)","0.9741479","0.99740034","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.923687","(1.0, 0.0, 0.0)","83.86129","2.342259","1.0","1.0","0.1941164","1.5","(86.311295, 0.0, 0.0)","0.97414625","0.9974009","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.153261","(1.0, 0.0, 0.0)","83.63287","2.4233632","1.0","1.0","0.19694333","1.5","(86.07631, 0.0, 0.0)","0.9741446","0.99740136","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.394563","(1.0, 0.0, 0.0)","83.40973","2.503935","1.0","1.0","0.19992582","1.5","(85.84674, 0.0, 0.0)","0.9741429","0.99740195","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.628001","(1.0, 0.0, 0.0)","83.175156","2.5900428","1.0","1.0","0.20282261","1.5","(85.60544, 0.0, 0.0)","0.974141","0.99740255","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.857873","(1.0, 0.0, 0.0)","82.94826","2.6747303","1.0","1.0","0.20568621","1.5","(85.372, 0.0, 0.0)","0.97413933","0.9974031","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.073284","(1.0, 0.0, 0.0)","82.72481","2.759455","1.0","1.0","0.20838001","1.5","(85.14213, 0.0, 0.0)","0.97413766","0.9974036","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.252702","(1.0, 0.0, 0.0)","82.51543","2.8400486","1.0","1.0","0.21063186","1.5","(84.92671, 0.0, 0.0)","0.9741362","0.9974041","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.421307","(1.0, 0.0, 0.0)","82.34103","2.9080615","1.0","1.0","0.21275447","1.5","(84.7473, 0.0, 0.0)","0.97413486","0.9974045","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.588338","(1.0, 0.0, 0.0)","82.17714","2.9727087","1.0","1.0","0.21486335","1.5","(84.57869, 0.0, 0.0)","0.97413373","0.9974049","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.753981","(1.0, 0.0, 0.0)","82.01478","3.0374534","1.0","1.0","0.2169607","1.5","(84.41166, 0.0, 0.0)","0.9741324","0.9974053","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.927601","(1.0, 0.0, 0.0)","81.85377","3.1023488","1.0","1.0","0.21916537","1.5","(84.24602, 0.0, 0.0)","0.9741313","0.99740565","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.111767","(1.0, 0.0, 0.0)","81.685005","3.1711059","1.0","1.0","0.22151102","1.5","(84.0724, 0.0, 0.0)","0.97413","0.997406","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.281145","(1.0, 0.0, 0.0)","81.50599","3.2448628","1.0","1.0","0.22367531","1.5","(83.88823, 0.0, 0.0)","0.97412866","0.9974065","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.451925","(1.0, 0.0, 0.0)","81.34136","3.313446","1.0","1.0","0.22586402","1.5","(83.71886, 0.0, 0.0)","0.97412753","0.99740684","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.630144","(1.0, 0.0, 0.0)","81.175354","3.383323","1.0","1.0","0.22815499","1.5","(83.54807, 0.0, 0.0)","0.9741262","0.9974072","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.802845","(1.0, 0.0, 0.0)","81.00213","3.4570212","1.0","1.0","0.23038208","1.5","(83.36986, 0.0, 0.0)","0.97412497","0.9974077","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.975716","(1.0, 0.0, 0.0)","80.83427","3.529195","1.0","1.0","0.2326183","1.5","(83.19716, 0.0, 0.0)","0.97412384","0.997408","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.147799","(1.0, 0.0, 0.0)","80.66623","3.6021867","1.0","1.0","0.23485129","1.5","(83.024284, 0.0, 0.0)","0.9741225","0.99740845","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.321945","(1.0, 0.0, 0.0)","80.49898","3.6755874","1.0","1.0","0.23711814","1.5","(82.8522, 0.0, 0.0)","0.9741214","0.9974088","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.499071","(1.0, 0.0, 0.0)","80.3297","3.7506223","1.0","1.0","0.23943111","1.5","(82.678055, 0.0, 0.0)","0.9741201","0.9974092","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.674074","(1.0, 0.0, 0.0)","80.15753","3.8277187","1.0","1.0","0.24172384","1.5","(82.50093, 0.0, 0.0)","0.97411877","0.99740964","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.842537","(1.0, 0.0, 0.0)","79.987434","3.9046612","1.0","1.0","0.24393804","1.5","(82.32593, 0.0, 0.0)","0.97411764","0.99741","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.008001","(1.0, 0.0, 0.0)","79.82368","3.9794514","1.0","1.0","0.24611968","1.5","(82.15746, 0.0, 0.0)","0.9741163","0.9974104","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.172888","(1.0, 0.0, 0.0)","79.66285","4.0536013","1.0","1.0","0.24830046","1.5","(81.992, 0.0, 0.0)","0.9741152","0.9974108","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.346437","(1.0, 0.0, 0.0)","79.50259","4.128173","1.0","1.0","0.25060296","1.5","(81.82711, 0.0, 0.0)","0.97411406","0.99741113","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.517683","(1.0, 0.0, 0.0)","79.33389","4.207397","1.0","1.0","0.2528824","1.5","(81.653564, 0.0, 0.0)","0.97411275","0.99741155","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.69303","(1.0, 0.0, 0.0)","79.16744","4.2863073","1.0","1.0","0.25522405","1.5","(81.482315, 0.0, 0.0)","0.9741116","0.9974119","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.855381","(1.0, 0.0, 0.0)","78.99701","4.367867","1.0","1.0","0.2573995","1.5","(81.30697, 0.0, 0.0)","0.9741103","0.9974123","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.017323","(1.0, 0.0, 0.0)","78.83921","4.4440675","1.0","1.0","0.25957626","1.5","(81.14462, 0.0, 0.0)","0.9741092","0.9974127","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.184444","(1.0, 0.0, 0.0)","78.681816","4.520732","1.0","1.0","0.26182976","1.5","(80.98268, 0.0, 0.0)","0.9741081","0.99741304","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.351137","(1.0, 0.0, 0.0)","78.51936","4.6005363","1.0","1.0","0.26408485","1.5","(80.81555, 0.0, 0.0)","0.97410697","0.9974134","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.51601","(1.0, 0.0, 0.0)","78.35735","4.6808314","1.0","1.0","0.26632264","1.5","(80.648865, 0.0, 0.0)","0.97410583","0.99741375","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.672636","(1.0, 0.0, 0.0)","78.1971","4.7609334","1.0","1.0","0.26845545","1.5","(80.48399, 0.0, 0.0)","0.9741047","0.99741405","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.838745","(1.0, 0.0, 0.0)","78.04486","4.8376575","1.0","1.0","0.27072448","1.5","(80.32736, 0.0, 0.0)","0.97410357","0.99741447","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.995398","(1.0, 0.0, 0.0)","77.88341","4.9196978","1.0","1.0","0.27287146","1.5","(80.161255, 0.0, 0.0)","0.97410244","0.9974148","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.151524","(1.0, 0.0, 0.0)","77.73115","4.997699","1.0","1.0","0.275018","1.5","(80.0046, 0.0, 0.0)","0.9741013","0.9974152","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.310883","(1.0, 0.0, 0.0)","77.5794","5.076049","1.0","1.0","0.27721596","1.5","(79.84848, 0.0, 0.0)","0.9741002","0.99741554","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.468754","(1.0, 0.0, 0.0)","77.42451","5.1566496","1.0","1.0","0.2794005","1.5","(79.68912, 0.0, 0.0)","0.9740991","0.9974159","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.62579","(1.0, 0.0, 0.0)","77.271065","5.2371235","1.0","1.0","0.2815805","1.5","(79.53125, 0.0, 0.0)","0.97409797","0.99741626","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.786196","(1.0, 0.0, 0.0)","77.11842","5.31779","1.0","1.0","0.28381455","1.5","(79.37421, 0.0, 0.0)","0.97409683","0.9974166","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.942572","(1.0, 0.0, 0.0)","76.96253","5.4008245","1.0","1.0","0.28599975","1.5","(79.213806, 0.0, 0.0)","0.9740959","0.9974169","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.102867","(1.0, 0.0, 0.0)","76.81053","5.4823914","1.0","1.0","0.28824705","1.5","(79.05743, 0.0, 0.0)","0.97409475","0.9974173","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.26348","(1.0, 0.0, 0.0)","76.65473","5.5666375","1.0","1.0","0.2905064","1.5","(78.89713, 0.0, 0.0)","0.9740936","0.9974176","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.418001","(1.0, 0.0, 0.0)","76.49862","5.6516943","1.0","1.0","0.29268748","1.5","(78.73652, 0.0, 0.0)","0.9740925","0.997418","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.570189","(1.0, 0.0, 0.0)","76.348434","5.7341347","1.0","1.0","0.29484266","1.5","(78.582, 0.0, 0.0)","0.9740914","0.9974183","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.720993","(1.0, 0.0, 0.0)","76.20052","5.815913","1.0","1.0","0.29698524","1.5","(78.42981, 0.0, 0.0)","0.97409046","0.99741864","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.867874","(1.0, 0.0, 0.0)","76.05394","5.897519","1.0","1.0","0.29907885","1.5","(78.27901, 0.0, 0.0)","0.9740893","0.99741894","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.015808","(1.0, 0.0, 0.0)","75.91119","5.977549","1.0","1.0","0.3011942","1.5","(78.132126, 0.0, 0.0)","0.9740884","0.9974193","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.167896","(1.0, 0.0, 0.0)","75.767395","6.0586977","1.0","1.0","0.30337596","1.5","(77.98419, 0.0, 0.0)","0.97408724","0.99741966","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.317793","(1.0, 0.0, 0.0)","75.619576","6.1426954","1.0","1.0","0.30553347","1.5","(77.83211, 0.0, 0.0)","0.9740863","0.9974199","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.464485","(1.0, 0.0, 0.0)","75.473885","6.2260485","1.0","1.0","0.30765185","1.5","(77.682205, 0.0, 0.0)","0.9740852","0.9974203","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.60982","(1.0, 0.0, 0.0)","75.331314","6.3081636","1.0","1.0","0.30975744","1.5","(77.535515, 0.0, 0.0)","0.97408426","0.9974206","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.752348","(1.0, 0.0, 0.0)","75.190056","6.3900495","1.0","1.0","0.31182906","1.5","(77.39018, 0.0, 0.0)","0.9740833","0.9974209","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.898294","(1.0, 0.0, 0.0)","75.05152","6.470866","1.0","1.0","0.31395715","1.5","(77.24765, 0.0, 0.0)","0.9740822","0.99742126","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.03704","(1.0, 0.0, 0.0)","74.909676","6.5541487","1.0","1.0","0.31598693","1.5","(77.10171, 0.0, 0.0)","0.9740812","0.99742156","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.175133","(1.0, 0.0, 0.0)","74.774826","6.633816","1.0","1.0","0.3180135","1.5","(76.96296, 0.0, 0.0)","0.9740803","0.99742186","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.31607","(1.0, 0.0, 0.0)","74.64061","6.713585","1.0","1.0","0.32008833","1.5","(76.82487, 0.0, 0.0)","0.9740794","0.99742216","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.46347","(1.0, 0.0, 0.0)","74.50363","6.7954893","1.0","1.0","0.32226533","1.5","(76.68393, 0.0, 0.0)","0.9740784","0.99742246","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.602478","(1.0, 0.0, 0.0)","74.360374","6.8816805","1.0","1.0","0.32432535","1.5","(76.53653, 0.0, 0.0)","0.97407746","0.99742275","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.741789","(1.0, 0.0, 0.0)","74.22527","6.963462","1.0","1.0","0.32639652","1.5","(76.39752, 0.0, 0.0)","0.97407657","0.99742305","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.88331","(1.0, 0.0, 0.0)","74.08987","7.045907","1.0","1.0","0.3285074","1.5","(76.25821, 0.0, 0.0)","0.9740756","0.99742335","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.022339","(1.0, 0.0, 0.0)","73.95232","7.1301565","1.0","1.0","0.33058798","1.5","(76.11669, 0.0, 0.0)","0.97407466","0.99742365","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.162352","(1.0, 0.0, 0.0)","73.81719","7.2134094","1.0","1.0","0.33269015","1.5","(75.97766, 0.0, 0.0)","0.9740737","0.99742395","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.3012","(1.0, 0.0, 0.0)","73.6811","7.29774","1.0","1.0","0.33478177","1.5","(75.83765, 0.0, 0.0)","0.9740726","0.9974243","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.43903","(1.0, 0.0, 0.0)","73.54616","7.381854","1.0","1.0","0.3368649","1.5","(75.6988, 0.0, 0.0)","0.9740717","0.9974246","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.58887","(1.0, 0.0, 0.0)","73.41221","7.465827","1.0","1.0","0.33913702","1.5","(75.560974, 0.0, 0.0)","0.9740709","0.99742484","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.71931","(1.0, 0.0, 0.0)","73.26656","7.5576563","1.0","1.0","0.34112215","1.5","(75.41113, 0.0, 0.0)","0.9740698","0.99742514","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.850494","(1.0, 0.0, 0.0)","73.139786","7.638054","1.0","1.0","0.3431249","1.5","(75.280685, 0.0, 0.0)","0.9740688","0.9974255","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.981787","(1.0, 0.0, 0.0)","73.0123","7.7193384","1.0","1.0","0.34513572","1.5","(75.149506, 0.0, 0.0)","0.9740681","0.99742573","0.0"
