"Real wind","lastSailRotation","lastRudderRotation","speed","Ship direction","acceleration","friction","sailForcing","mass","time","ropeLenght","Apparent wind","velaOverShip","windOverVela","rudderRotation"
"(100.0, 0.0, 0.0)","0.0","0.0","1.883779","(1.0, 0.0, 0.0)","95.66475","0.03100974","1.0","1.0","0.05921325","1.5","(98.42495, 0.0, 0.0)","0.974649","0.9972372","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","2.1937132","(1.0, 0.0, 0.0)","95.36434","0.044357795","1.0","1.0","0.062464762","1.5","(98.11622, 0.0, 0.0)","0.9746438","0.997239","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","2.5489128","(1.0, 0.0, 0.0)","95.06277","0.060154717","1.0","1.0","0.0662036","1.5","(97.80629, 0.0, 0.0)","0.97463876","0.99724066","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","2.8500938","(1.0, 0.0, 0.0)","94.71714","0.081211954","1.0","1.0","0.069386125","1.5","(97.45109, 0.0, 0.0)","0.97463286","0.9972426","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","3.1746287","(1.0, 0.0, 0.0)","94.42407","0.10153793","1.0","1.0","0.07282682","1.5","(97.1499, 0.0, 0.0)","0.9746278","0.9972443","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","3.4862819","(1.0, 0.0, 0.0)","94.10831","0.12597835","1.0","1.0","0.0761429","1.5","(96.82537, 0.0, 0.0)","0.9746226","0.997246","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","3.781324","(1.0, 0.0, 0.0)","93.80505","0.15192702","1.0","1.0","0.079293266","1.5","(96.51372, 0.0, 0.0)","0.97461736","0.99724776","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","4.0698123","(1.0, 0.0, 0.0)","93.51799","0.17873013","1.0","1.0","0.08238401","1.5","(96.21867, 0.0, 0.0)","0.9746127","0.9972493","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","4.3677797","(1.0, 0.0, 0.0)","93.237305","0.20704214","1.0","1.0","0.08558692","1.5","(95.93019, 0.0, 0.0)","0.974608","0.99725085","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","4.6579933","(1.0, 0.0, 0.0)","92.94738","0.23846874","1.0","1.0","0.0887173","1.5","(95.63222, 0.0, 0.0)","0.9746032","0.99725246","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","4.9433208","(1.0, 0.0, 0.0)","92.665016","0.27121127","1.0","1.0","0.09180546","1.5","(95.34201, 0.0, 0.0)","0.97459847","0.997254","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","5.2276607","(1.0, 0.0, 0.0)","92.3874","0.30545527","1.0","1.0","0.09489336","1.5","(95.05668, 0.0, 0.0)","0.97459376","0.99725556","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","5.516048","(1.0, 0.0, 0.0)","92.11075","0.34160545","1.0","1.0","0.09803589","1.5","(94.77234, 0.0, 0.0)","0.9745893","0.997257","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","5.795291","(1.0, 0.0, 0.0)","91.83017","0.3803348","1.0","1.0","0.101089396","1.5","(94.483955, 0.0, 0.0)","0.9745846","0.9972586","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","6.0734134","(1.0, 0.0, 0.0)","91.55849","0.41981745","1.0","1.0","0.104141034","1.5","(94.20471, 0.0, 0.0)","0.97458005","0.9972601","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","6.3606524","(1.0, 0.0, 0.0)","91.2879","0.46107936","1.0","1.0","0.10730352","1.5","(93.92659, 0.0, 0.0)","0.97457576","0.9972615","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","6.6414347","(1.0, 0.0, 0.0)","91.00843","0.5057238","1.0","1.0","0.110406","1.5","(93.63935, 0.0, 0.0)","0.97457105","0.9972631","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","6.914142","(1.0, 0.0, 0.0)","90.73527","0.55135816","1.0","1.0","0.1134299","1.5","(93.35857, 0.0, 0.0)","0.9745667","0.9972645","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","7.2103777","(1.0, 0.0, 0.0)","90.46994","0.597567","1.0","1.0","0.11672608","1.5","(93.08586, 0.0, 0.0)","0.97456235","0.9972659","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","7.4957585","(1.0, 0.0, 0.0)","90.18173","0.6498693","1.0","1.0","0.119913556","1.5","(92.78962, 0.0, 0.0)","0.97455764","0.9972675","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","7.764691","(1.0, 0.0, 0.0)","89.90409","0.70233","1.0","1.0","0.12292843","1.5","(92.50424, 0.0, 0.0)","0.97455317","0.9972689","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","8.058748","(1.0, 0.0, 0.0)","89.64246","0.7536303","1.0","1.0","0.12623659","1.5","(92.235306, 0.0, 0.0)","0.974549","0.99727035","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","8.327983","(1.0, 0.0, 0.0)","89.356384","0.81179273","1.0","1.0","0.12927726","1.5","(91.94125, 0.0, 0.0)","0.9745443","0.9972719","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","8.589869","(1.0, 0.0, 0.0)","89.09446","0.8669413","1.0","1.0","0.13224556","1.5","(91.67202, 0.0, 0.0)","0.9745401","0.99727327","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","8.859229","(1.0, 0.0, 0.0)","88.83969","0.92232305","1.0","1.0","0.13530934","1.5","(91.41013, 0.0, 0.0)","0.9745361","0.9972746","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","9.123885","(1.0, 0.0, 0.0)","88.57763","0.9810742","1.0","1.0","0.13833065","1.5","(91.14077, 0.0, 0.0)","0.97453177","0.997276","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","9.378527","(1.0, 0.0, 0.0)","88.32017","1.040566","1.0","1.0","0.1412482","1.5","(90.876114, 0.0, 0.0)","0.9745278","0.9972773","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","9.629285","(1.0, 0.0, 0.0)","88.07245","1.0994595","1.0","1.0","0.14413136","1.5","(90.621475, 0.0, 0.0)","0.9745238","0.9972786","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","9.875677","(1.0, 0.0, 0.0)","87.8285","1.1590391","1.0","1.0","0.14697427","1.5","(90.37071, 0.0, 0.0)","0.97451997","0.9972798","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","10.115369","(1.0, 0.0, 0.0)","87.58881","1.2191125","1.0","1.0","0.14974944","1.5","(90.12432, 0.0, 0.0)","0.9745162","0.9972811","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","10.360778","(1.0, 0.0, 0.0)","87.35564","1.2790086","1.0","1.0","0.1526005","1.5","(89.88463, 0.0, 0.0)","0.9745124","0.9972824","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","10.602063","(1.0, 0.0, 0.0)","87.11691","1.3418214","1.0","1.0","0.1554135","1.5","(89.63922, 0.0, 0.0)","0.97450876","0.9972836","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","10.834703","(1.0, 0.0, 0.0)","86.88219","1.4050467","1.0","1.0","0.15813516","1.5","(89.397934, 0.0, 0.0)","0.97450495","0.9972848","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","11.06011","(1.0, 0.0, 0.0)","86.65589","1.467385","1.0","1.0","0.16078113","1.5","(89.1653, 0.0, 0.0)","0.9745015","0.99728596","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","11.27396","(1.0, 0.0, 0.0)","86.436615","1.5290754","1.0","1.0","0.16329975","1.5","(88.93989, 0.0, 0.0)","0.97449803","0.9972871","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","11.510847","(1.0, 0.0, 0.0)","86.22859","1.5887772","1.0","1.0","0.16609852","1.5","(88.72604, 0.0, 0.0)","0.97449476","0.99728817","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","11.7344055","(1.0, 0.0, 0.0)","85.998146","1.656245","1.0","1.0","0.16874914","1.5","(88.48915, 0.0, 0.0)","0.9744911","0.9972893","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","11.956374","(1.0, 0.0, 0.0)","85.78068","1.7212034","1.0","1.0","0.17138976","1.5","(88.265594, 0.0, 0.0)","0.97448766","0.9972905","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","12.202613","(1.0, 0.0, 0.0)","85.564766","1.786936","1.0","1.0","0.17432894","1.5","(88.043625, 0.0, 0.0)","0.9744844","0.99729156","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","12.447627","(1.0, 0.0, 0.0)","85.325226","1.861297","1.0","1.0","0.17726451","1.5","(87.797386, 0.0, 0.0)","0.97448057","0.9972928","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","12.689323","(1.0, 0.0, 0.0)","85.0869","1.9367927","1.0","1.0","0.18017127","1.5","(87.552376, 0.0, 0.0)","0.97447693","0.997294","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","12.929849","(1.0, 0.0, 0.0)","84.85179","2.0127368","1.0","1.0","0.18307479","1.5","(87.31068, 0.0, 0.0)","0.9744733","0.9972952","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.206783","(1.0, 0.0, 0.0)","84.61783","2.0897622","1.0","1.0","0.18643042","1.5","(87.07015, 0.0, 0.0)","0.97446966","0.9972964","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.45694","(1.0, 0.0, 0.0)","84.34845","2.1802392","1.0","1.0","0.18947487","1.5","(86.79321, 0.0, 0.0)","0.97446567","0.9972977","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.73391","(1.0, 0.0, 0.0)","84.10512","2.2636154","1.0","1.0","0.19285908","1.5","(86.54306, 0.0, 0.0)","0.9744618","0.99729896","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","13.991695","(1.0, 0.0, 0.0)","83.83571","2.3577533","1.0","1.0","0.19602296","1.5","(86.26609, 0.0, 0.0)","0.9744576","0.9973003","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.249423","(1.0, 0.0, 0.0)","83.58496","2.4470944","1.0","1.0","0.19919938","1.5","(86.0083, 0.0, 0.0)","0.9744538","0.9973016","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.515828","(1.0, 0.0, 0.0)","83.334274","2.5380757","1.0","1.0","0.20249662","1.5","(85.75058, 0.0, 0.0)","0.97445","0.99730283","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.746538","(1.0, 0.0, 0.0)","83.07514","2.6338658","1.0","1.0","0.20536467","1.5","(85.48417, 0.0, 0.0)","0.9744461","0.9973041","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","14.983319","(1.0, 0.0, 0.0)","82.850746","2.7182548","1.0","1.0","0.20831954","1.5","(85.25346, 0.0, 0.0)","0.97444266","0.9973052","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.207942","(1.0, 0.0, 0.0)","82.62043","2.8062482","1.0","1.0","0.21113387","1.5","(85.01668, 0.0, 0.0)","0.9744392","0.99730635","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.425924","(1.0, 0.0, 0.0)","82.401955","2.8910186","1.0","1.0","0.21387541","1.5","(84.79206, 0.0, 0.0)","0.9744359","0.9973074","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.664026","(1.0, 0.0, 0.0)","82.18992","2.9744892","1.0","1.0","0.21688116","1.5","(84.57407, 0.0, 0.0)","0.97443265","0.99730843","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","15.893818","(1.0, 0.0, 0.0)","81.958336","3.0670216","1.0","1.0","0.21979392","1.5","(84.335976, 0.0, 0.0)","0.97442913","0.9973096","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.11655","(1.0, 0.0, 0.0)","81.73484","3.157668","1.0","1.0","0.22262849","1.5","(84.106186, 0.0, 0.0)","0.97442585","0.99731064","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.33632","(1.0, 0.0, 0.0)","81.5182","3.24679","1.0","1.0","0.2254363","1.5","(83.88345, 0.0, 0.0)","0.9744226","0.9973118","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.55302","(1.0, 0.0, 0.0)","81.30444","3.335942","1.0","1.0","0.2282156","1.5","(83.66368, 0.0, 0.0)","0.9744193","0.99731284","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.77679","(1.0, 0.0, 0.0)","81.093666","3.425031","1.0","1.0","0.2310967","1.5","(83.446976, 0.0, 0.0)","0.9744162","0.99731386","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","16.991854","(1.0, 0.0, 0.0)","80.87602","3.5182586","1.0","1.0","0.23387681","1.5","(83.223206, 0.0, 0.0)","0.97441286","0.99731493","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.209484","(1.0, 0.0, 0.0)","80.66685","3.6090386","1.0","1.0","0.23670104","1.5","(83.00815, 0.0, 0.0)","0.97440976","0.99731594","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.4186","(1.0, 0.0, 0.0)","80.455185","3.7020793","1.0","1.0","0.23942558","1.5","(82.79051, 0.0, 0.0)","0.97440666","0.99731696","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.636862","(1.0, 0.0, 0.0)","80.251785","3.7925954","1.0","1.0","0.2422802","1.5","(82.5814, 0.0, 0.0)","0.97440356","0.99731797","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.822395","(1.0, 0.0, 0.0)","80.03951","3.8882363","1.0","1.0","0.24471657","1.5","(82.36314, 0.0, 0.0)","0.97440046","0.997319","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","17.988153","(1.0, 0.0, 0.0)","79.859055","3.9704723","1.0","1.0","0.24690081","1.5","(82.177605, 0.0, 0.0)","0.9743977","0.9973198","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.144707","(1.0, 0.0, 0.0)","79.697845","4.044671","1.0","1.0","0.24897017","1.5","(82.01185, 0.0, 0.0)","0.97439533","0.99732065","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.299112","(1.0, 0.0, 0.0)","79.545586","4.11538","1.0","1.0","0.25101715","1.5","(81.85529, 0.0, 0.0)","0.9743931","0.99732137","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.45824","(1.0, 0.0, 0.0)","79.395424","4.185719","1.0","1.0","0.25313294","1.5","(81.70089, 0.0, 0.0)","0.9743909","0.9973221","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.634352","(1.0, 0.0, 0.0)","79.240654","4.258833","1.0","1.0","0.25548166","1.5","(81.54176, 0.0, 0.0)","0.97438854","0.99732286","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.793947","(1.0, 0.0, 0.0)","79.069374","4.3404884","1.0","1.0","0.25761732","1.5","(81.36565, 0.0, 0.0)","0.97438616","0.99732363","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","18.970772","(1.0, 0.0, 0.0)","78.91415","4.415156","1.0","1.0","0.25999084","1.5","(81.206055, 0.0, 0.0)","0.9743838","0.9973244","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.136572","(1.0, 0.0, 0.0)","78.74217","4.498627","1.0","1.0","0.26222405","1.5","(81.02923, 0.0, 0.0)","0.9743812","0.99732524","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.3008","(1.0, 0.0, 0.0)","78.580925","4.577605","1.0","1.0","0.26444325","1.5","(80.86343, 0.0, 0.0)","0.9743788","0.997326","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.466682","(1.0, 0.0, 0.0)","78.42122","4.6565113","1.0","1.0","0.26669207","1.5","(80.6992, 0.0, 0.0)","0.9743766","0.99732673","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.624073","(1.0, 0.0, 0.0)","78.25987","4.7368965","1.0","1.0","0.26883277","1.5","(80.53332, 0.0, 0.0)","0.97437423","0.99732745","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.78219","(1.0, 0.0, 0.0)","78.106804","4.813803","1.0","1.0","0.2709901","1.5","(80.37593, 0.0, 0.0)","0.97437185","0.9973283","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","19.938612","(1.0, 0.0, 0.0)","77.953026","4.8916883","1.0","1.0","0.27313107","1.5","(80.21781, 0.0, 0.0)","0.97436965","0.997329","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.091919","(1.0, 0.0, 0.0)","77.8009","4.969353","1.0","1.0","0.27523604","1.5","(80.061386, 0.0, 0.0)","0.97436744","0.9973297","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.258749","(1.0, 0.0, 0.0)","77.65181","5.0460653","1.0","1.0","0.2775338","1.5","(79.90808, 0.0, 0.0)","0.97436523","0.9973304","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.41724","(1.0, 0.0, 0.0)","77.489555","5.1302114","1.0","1.0","0.27972412","1.5","(79.74125, 0.0, 0.0)","0.97436285","0.9973312","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.574831","(1.0, 0.0, 0.0)","77.33542","5.2107964","1.0","1.0","0.2819091","1.5","(79.58276, 0.0, 0.0)","0.97436064","0.99733186","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.724215","(1.0, 0.0, 0.0)","77.18217","5.291546","1.0","1.0","0.28398705","1.5","(79.42517, 0.0, 0.0)","0.97435844","0.99733263","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","20.876663","(1.0, 0.0, 0.0)","77.03687","5.3686633","1.0","1.0","0.2861142","1.5","(79.27579, 0.0, 0.0)","0.97435623","0.9973333","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.02985","(1.0, 0.0, 0.0)","76.88862","5.447938","1.0","1.0","0.28825843","1.5","(79.12334, 0.0, 0.0)","0.9743542","0.997334","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.177547","(1.0, 0.0, 0.0)","76.73965","5.528182","1.0","1.0","0.2903325","1.5","(78.97015, 0.0, 0.0)","0.974352","0.9973347","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.333746","(1.0, 0.0, 0.0)","76.59601","5.6061068","1.0","1.0","0.2925328","1.5","(78.82245, 0.0, 0.0)","0.97435","0.9973354","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.488146","(1.0, 0.0, 0.0)","76.44411","5.689109","1.0","1.0","0.29471496","1.5","(78.66625, 0.0, 0.0)","0.9743478","0.9973361","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.655706","(1.0, 0.0, 0.0)","76.29395","5.771755","1.0","1.0","0.29709095","1.5","(78.511856, 0.0, 0.0)","0.97434556","0.9973368","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.806273","(1.0, 0.0, 0.0)","76.13099","5.8621206","1.0","1.0","0.29923368","1.5","(78.34429, 0.0, 0.0)","0.9743432","0.9973376","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","21.95437","(1.0, 0.0, 0.0)","75.98457","5.943919","1.0","1.0","0.30134812","1.5","(78.193726, 0.0, 0.0)","0.97434115","0.99733824","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.10546","(1.0, 0.0, 0.0)","75.840546","6.02493","1.0","1.0","0.30351222","1.5","(78.04563, 0.0, 0.0)","0.97433895","0.99733895","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.255377","(1.0, 0.0, 0.0)","75.6936","6.108142","1.0","1.0","0.30566666","1.5","(77.89454, 0.0, 0.0)","0.9743369","0.99733955","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.400978","(1.0, 0.0, 0.0)","75.54781","6.1912723","1.0","1.0","0.30776596","1.5","(77.74462, 0.0, 0.0)","0.9743347","0.9973403","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.557138","(1.0, 0.0, 0.0)","75.40622","6.2725477","1.0","1.0","0.3100248","1.5","(77.59902, 0.0, 0.0)","0.9743327","0.997341","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.698532","(1.0, 0.0, 0.0)","75.254364","6.3603063","1.0","1.0","0.31207713","1.5","(77.44286, 0.0, 0.0)","0.9743305","0.9973417","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.8365","(1.0, 0.0, 0.0)","75.11687","6.4402924","1.0","1.0","0.31408608","1.5","(77.30147, 0.0, 0.0)","0.97432864","0.9973423","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","22.972897","(1.0, 0.0, 0.0)","74.98269","6.5188217","1.0","1.0","0.3160783","1.5","(77.1635, 0.0, 0.0)","0.9743266","0.99734294","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.111076","(1.0, 0.0, 0.0)","74.850044","6.596925","1.0","1.0","0.31810284","1.5","(77.0271, 0.0, 0.0)","0.97432476","0.99734354","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.266771","(1.0, 0.0, 0.0)","74.715675","6.6765227","1.0","1.0","0.32039118","1.5","(76.88892, 0.0, 0.0)","0.9743229","0.99734414","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.402872","(1.0, 0.0, 0.0)","74.56427","6.766783","1.0","1.0","0.32239863","1.5","(76.73323, 0.0, 0.0)","0.9743207","0.99734485","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.543118","(1.0, 0.0, 0.0)","74.43192","6.84618","1.0","1.0","0.3244737","1.5","(76.59713, 0.0, 0.0)","0.97431886","0.99734545","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.676981","(1.0, 0.0, 0.0)","74.295525","6.9284797","1.0","1.0","0.32646078","1.5","(76.45688, 0.0, 0.0)","0.97431684","0.9973461","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.816185","(1.0, 0.0, 0.0)","74.16536","7.007493","1.0","1.0","0.32853356","1.5","(76.32302, 0.0, 0.0)","0.974315","0.9973467","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","23.955421","(1.0, 0.0, 0.0)","74.02998","7.0901337","1.0","1.0","0.33061358","1.5","(76.183815, 0.0, 0.0)","0.97431296","0.99734735","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.103058","(1.0, 0.0, 0.0)","73.894585","7.173278","1.0","1.0","0.33282632","1.5","(76.04458, 0.0, 0.0)","0.9743111","0.99734795","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.237091","(1.0, 0.0, 0.0)","73.751015","7.2619677","1.0","1.0","0.33484218","1.5","(75.89694, 0.0, 0.0)","0.9743091","0.9973486","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.385195","(1.0, 0.0, 0.0)","73.62068","7.3429575","1.0","1.0","0.33707678","1.5","(75.76291, 0.0, 0.0)","0.97430724","0.9973492","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.516638","(1.0, 0.0, 0.0)","73.476654","7.432971","1.0","1.0","0.33906704","1.5","(75.61481, 0.0, 0.0)","0.9743052","0.99734986","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.648506","(1.0, 0.0, 0.0)","73.34883","7.5133195","1.0","1.0","0.34107003","1.5","(75.48336, 0.0, 0.0)","0.97430336","0.99735045","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.789038","(1.0, 0.0, 0.0)","73.220604","7.5943604","1.0","1.0","0.3432114","1.5","(75.351494, 0.0, 0.0)","0.9743015","0.99735105","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","24.919666","(1.0, 0.0, 0.0)","73.08395","7.681205","1.0","1.0","0.3452087","1.5","(75.21096, 0.0, 0.0)","0.97429967","0.99735165","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","25.055666","(1.0, 0.0, 0.0)","72.956924","7.762372","1.0","1.0","0.34729478","1.5","(75.08034, 0.0, 0.0)","0.9742978","0.99735224","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","25.182869","(1.0, 0.0, 0.0)","72.82468","7.8473296","1.0","1.0","0.34925243","1.5","(74.944336, 0.0, 0.0)","0.974296","0.99735284","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","25.311674","(1.0, 0.0, 0.0)","72.70097","7.927211","1.0","1.0","0.351241","1.5","(74.81713, 0.0, 0.0)","0.9742941","0.99735343","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","25.4419","(1.0, 0.0, 0.0)","72.57573","8.008511","1.0","1.0","0.3532579","1.5","(74.688324, 0.0, 0.0)","0.97429246","0.997354","0.0"
"(100.0, 0.0, 0.0)","0.0","0.0","25.58405","(1.0, 0.0, 0.0)","72.44909","8.091128","1.0","1.0","0.3554666","1.5","(74.5581, 0.0, 0.0)","0.9742906","0.99735457","0.0"
